id,text_en,text_am,label_en,label_am,ubuntu_harm_type_en,ubuntu_harm_type_am,relational_harm_en,relational_harm_am,relation_target_en,relational_target_am,severity_en,severity_am,language,rationale_en,rationale_am
1728,You do not belong here.,ይህ የእናንተ ቦታ አይደለም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
1729,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1730,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1731,They are less than human.,ከሰው በታች ናቸው።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
1732,We should speak respectfully.,በክብር መናገር አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1733,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
1734,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
1735,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1736,People like them always cause trouble.,እንደ እነሱ ያሉ ሰዎች ሁልጊዜ ችግር ያመጣሉ።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
1737,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1738,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1739,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1740,You should stay silent.,ዝም በይ።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
1741,You should be pushed out.,መባረር አለብህ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
1742,Leave our community now.,ከማህበረሰባችን አሁን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
1743,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1744,You do not belong in this community.,በዚህ ማህበረሰብ ውስጥ አትገባም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
1745,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
1746,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1747,We should listen before judging.,ከመፍረድ በፊት ማዳመጥ አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1748,You should be pushed out.,መባረር አለብህ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
1749,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1750,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1751,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
1752,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1753,Their kind always ruins everything.,የእነሱ ዓይነት ሁልጊዜ ሁሉንም ያበላሻል።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
1754,That group is always the problem.,ያ ቡድን ሁልጊዜ ችግር ነው።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
1755,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
1756,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1757,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1758,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
1759,You have no place among us.,ከእኛ መካከል ቦታ የለህም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
1760,Get out of our space.,ከቦታችን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
1761,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1762,We should listen before judging.,ከመፍረድ በፊት ማዳመጥ አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1763,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
1764,People like them always cause trouble.,እንደ እነሱ ያሉ ሰዎች ሁልጊዜ ችግር ያመጣሉ።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
1765,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1766,Your voice does not matter here.,እዚህ ድምፅሽ ዋጋ የለውም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
1767,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
1768,Their kind always ruins everything.,የእነሱ ዓይነት ሁልጊዜ ሁሉንም ያበላሻል።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
1769,That group is always the problem.,ያ ቡድን ሁልጊዜ ችግር ነው።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
1770,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1771,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
1772,Your voice does not matter here.,እዚህ ድምፅሽ ዋጋ የለውም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
